Unnamed: 0,ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
33813,2245,Male,Loyal Customer,56,Business Travel,Business,3732,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0,Satisfied
78836,99542,Female,Disloyal Customer,26,Business Travel,Business,802,0,0,0,1,2,0,2,2,4,4,5,5,4,2,0,0,Satisfied
40142,43835,Female,Loyal Customer,52,Business Travel,Business,114,4,1,4,4,5,3,5,5,5,5,5,2,5,2,0,0,Satisfied
66920,116914,Female,Disloyal Customer,21,Business Travel,Eco,325,5,0,4,2,5,4,5,5,5,4,5,4,5,5,0,0,Satisfied
57545,117114,Female,Loyal Customer,52,Business Travel,Eco,647,2,5,1,1,2,4,3,2,2,2,2,1,2,2,0,0,Neutral or Dissatisfied
62267,92773,Male,Disloyal Customer,42,Business Travel,Business,1671,4,4,4,3,4,4,4,4,3,3,3,5,4,4,0,0,Satisfied
76462,16497,Female,Loyal Customer,55,Business Travel,Business,1800,5,5,3,5,3,5,4,5,5,5,5,1,5,2,0,0,Satisfied
66715,90937,Male,Disloyal Customer,41,Business Travel,Eco,115,5,5,5,5,3,5,1,3,3,5,1,1,1,3,0,0,Satisfied
62704,121378,Female,Loyal Customer,36,Business Travel,Business,2279,3,3,3,3,3,4,4,3,3,3,3,3,3,3,0,0,Satisfied
52300,111915,Male,Loyal Customer,48,Business Travel,Business,3459,4,4,4,4,3,4,5,5,5,5,5,4,5,3,6,5,Satisfied
14128,25832,Female,Loyal Customer,46,Business Travel,Business,2506,2,2,3,2,5,1,2,3,3,5,3,2,3,1,0,0,Satisfied
60076,37281,Female,Loyal Customer,27,Business Travel,Business,1914,5,5,5,5,4,4,4,4,5,5,2,1,1,4,0,0,Satisfied
10782,32259,Female,Loyal Customer,61,Business Travel,Eco,163,2,5,5,5,1,3,1,2,2,2,2,3,2,5,0,0,Satisfied
36715,916,Female,Disloyal Customer,61,Business Travel,Business,247,5,5,5,3,4,5,4,4,4,4,4,3,4,4,0,0,Satisfied
1374,754,Male,Loyal Customer,56,Business Travel,Business,3435,3,3,3,3,4,5,5,5,5,5,4,5,5,3,0,0,Satisfied
37421,70304,Female,Disloyal Customer,29,Business Travel,Business,334,5,5,5,5,5,5,5,5,5,2,4,5,5,5,11,0,Satisfied
18484,67605,Male,Disloyal Customer,22,Business Travel,Business,1242,0,0,0,2,3,0,3,3,3,4,4,3,5,3,0,2,Satisfied
86344,110137,Female,Disloyal Customer,57,Business Travel,Business,1056,4,4,4,2,3,4,3,3,4,4,4,4,5,3,0,0,Satisfied
49166,7194,Female,Loyal Customer,46,Business Travel,Business,2620,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0,Satisfied
40528,62689,Male,Loyal Customer,56,Business Travel,Business,2556,2,2,2,2,5,4,4,3,2,4,5,4,3,4,28,64,Satisfied
33805,114649,Female,Loyal Customer,31,Business Travel,Business,390,5,5,5,5,4,4,4,4,5,2,4,5,5,4,4,4,Satisfied
15647,128884,Male,Loyal Customer,43,Business Travel,Business,2454,4,4,4,4,4,4,4,3,2,3,4,4,5,4,0,0,Satisfied
22665,77405,Female,Loyal Customer,51,Personal Travel,Eco,590,4,4,4,4,3,4,4,1,1,4,1,4,1,3,0,0,Satisfied
8166,76467,Male,Loyal Customer,43,Business Travel,Business,3095,1,1,1,1,3,4,5,5,5,5,5,3,5,3,41,29,Satisfied
93214,122467,Female,Loyal Customer,46,Business Travel,Business,575,4,2,4,4,2,5,5,4,4,4,4,5,4,5,0,0,Satisfied
67959,112734,Female,Loyal Customer,58,Business Travel,Business,671,5,5,5,5,5,5,4,4,4,4,4,4,4,3,10,5,Satisfied
67495,87722,Male,Loyal Customer,25,Business Travel,Business,591,1,1,1,1,5,4,5,5,4,2,5,4,5,5,1,0,Satisfied
20782,11983,Male,Loyal Customer,55,Business Travel,Eco,643,4,3,4,3,4,4,4,4,4,2,1,5,4,4,1,1,Satisfied
1927,85045,Male,Loyal Customer,54,Business Travel,Business,874,3,2,3,3,3,5,5,4,4,4,4,4,4,5,2,0,Satisfied
12360,27354,Female,Loyal Customer,35,Business Travel,Eco,978,4,1,1,1,4,4,4,4,4,1,4,2,5,4,0,1,Satisfied
87080,86849,Male,Loyal Customer,12,Personal Travel,Eco,692,1,4,1,4,5,1,5,5,2,5,4,4,4,5,0,0,Neutral or Dissatisfied
23706,12189,Male,Loyal Customer,68,Personal Travel,Eco,1075,1,4,0,3,2,0,2,2,3,1,3,3,4,2,2,0,Neutral or Dissatisfied
64966,36,Female,Loyal Customer,42,Business Travel,Business,2884,5,2,5,5,2,4,5,5,5,5,5,3,5,4,0,0,Satisfied
52791,34350,Female,Loyal Customer,32,Business Travel,Business,2957,4,4,4,4,4,4,4,1,2,2,5,4,4,4,126,176,Satisfied
12592,100388,Male,Loyal Customer,63,Personal Travel,Eco,1011,4,5,4,3,1,4,1,1,5,1,5,3,3,1,0,0,Satisfied
90100,126269,Female,Disloyal Customer,23,Business Travel,Eco,190,5,3,5,2,3,5,3,3,3,2,3,4,2,3,0,0,Satisfied
35275,126528,Male,Loyal Customer,40,Business Travel,Business,644,5,5,5,5,4,4,4,4,4,5,4,5,4,4,0,0,Satisfied
62069,70139,Male,Loyal Customer,66,Personal Travel,Eco,460,3,5,3,2,3,3,1,3,3,3,5,5,4,3,0,0,Neutral or Dissatisfied
30837,12146,Male,Loyal Customer,38,Business Travel,Business,986,1,1,1,1,1,1,4,2,2,2,2,2,2,2,0,0,Satisfied
36782,110754,Female,Loyal Customer,57,Business Travel,Business,3740,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,2,Satisfied
97343,68664,Female,Loyal Customer,63,Business Travel,Business,2157,4,4,4,4,3,5,4,5,5,5,5,5,5,4,0,0,Satisfied
67372,62818,Female,Loyal Customer,57,Personal Travel,Eco,2486,2,3,2,3,5,3,5,3,3,2,5,5,3,4,0,0,Neutral or Dissatisfied
4813,91768,Female,Loyal Customer,50,Business Travel,Eco,190,4,1,1,1,3,3,5,4,4,4,4,2,4,5,0,0,Satisfied
48103,121222,Male,Loyal Customer,44,Business Travel,Business,2075,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,Satisfied
27749,93008,Female,Loyal Customer,43,Business Travel,Business,1524,2,2,2,2,4,5,5,2,2,2,2,4,2,4,0,0,Satisfied
13000,61123,Female,Loyal Customer,48,Business Travel,Business,967,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,0,Satisfied
29306,60660,Male,Loyal Customer,61,Personal Travel,Eco,1620,4,4,4,3,2,4,2,2,5,5,5,5,4,2,2,5,Satisfied
81910,87091,Female,Disloyal Customer,36,Business Travel,Eco,245,,0,4,2,1,4,1,1,5,2,1,1,3,1,10,2,Neutral or Dissatisfied
71627,122330,Male,Loyal Customer,35,Business Travel,Eco Plus,544,4,2,2,2,4,4,,4,5,5,1,2,3,4,0,0,Satisfied
87859,29797,Female,Loyal Customer,27,Business Travel,Business,3967,5,5,5,5,3,3,,3,5,4,3,4,3,3,0,0,Satisfied
47294,115512,Male,Loyal Customer,49,Business Travel,Business,3719,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0,Satisfied
85441,654,Female,Loyal Customer,30,Business Travel,Business,2369,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0,Satisfied
2308,80285,Male,Loyal Customer,52,Business Travel,Business,2366,5,5,5,5,5,4,4,2,2,2,2,5,2,5,0,8,Satisfied
76432,27509,Female,Loyal Customer,59,Business Travel,Eco,650,5,1,5,1,3,4,2,5,5,5,5,1,5,1,0,0,Satisfied
54985,14978,Female,Disloyal Customer,22,Business Travel,Business,927,5,3,5,3,1,5,1,1,4,5,2,5,4,1,0,1,Satisfied
57011,32850,Female,Loyal Customer,41,Personal Travel,Eco,101,5,5,5,1,1,5,1,1,3,4,5,4,4,1,0,0,Satisfied
11434,104523,Male,Loyal Customer,45,Business Travel,Business,2104,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,0,Satisfied
69612,23898,Male,Loyal Customer,48,Business Travel,Eco,589,3,1,1,1,4,3,4,4,5,4,3,5,4,4,0,0,Satisfied
64539,23284,Male,Loyal Customer,35,Business Travel,Eco,563,4,4,4,4,4,4,4,4,5,1,5,3,1,4,113,104,Satisfied
58695,100000,Female,Disloyal Customer,24,Business Travel,Business,289,4,0,4,3,4,4,4,4,5,4,4,4,5,4,0,0,Satisfied
70627,86302,Female,Loyal Customer,42,Business Travel,Business,2303,1,1,1,1,3,5,5,4,4,4,4,4,4,4,1,0,Satisfied
61641,71431,Male,Loyal Customer,49,Business Travel,Business,3353,2,2,2,2,3,5,4,4,4,4,4,5,4,3,73,68,Satisfied
14959,119191,Female,Disloyal Customer,25,Business Travel,Business,331,5,0,5,1,3,5,3,3,3,4,4,3,5,3,0,0,Satisfied
60743,48949,Female,Loyal Customer,63,Business Travel,Business,2681,1,1,1,1,5,4,1,5,5,5,5,2,5,1,5,0,Satisfied
54037,100501,Female,Loyal Customer,54,Business Travel,Business,1834,1,1,1,1,2,5,4,4,4,4,4,5,4,5,1,0,Satisfied
51745,40374,Male,Loyal Customer,,Business Travel,Eco,1250,2,4,4,4,2,2,2,2,3,1,1,3,3,2,0,0,Satisfied
97470,110131,Female,Loyal Customer,46,Business Travel,Business,3809,1,1,1,1,4,4,4,5,5,5,5,3,5,3,3,11,Satisfied
59887,112314,Male,Loyal Customer,54,Business Travel,Business,3248,3,3,2,3,3,4,4,5,5,5,5,5,5,4,17,7,Satisfied
71294,511,Female,Loyal Customer,40,Business Travel,Business,134,3,3,3,3,3,5,4,5,5,5,4,3,5,3,0,0,Satisfied
11088,2736,Male,Loyal Customer,32,Business Travel,Business,2613,2,2,2,2,5,5,5,5,4,4,4,5,4,5,1,0,Satisfied
42967,51131,Female,Loyal Customer,26,Personal Travel,Eco,78,3,5,3,4,2,3,2,2,1,2,4,1,2,2,0,0,Neutral or Dissatisfied
1274,18045,Male,Loyal Customer,45,Business Travel,Business,488,3,3,3,3,4,2,2,5,5,5,5,2,5,5,70,89,Satisfied
74985,22545,Male,Loyal Customer,44,Business Travel,Eco Plus,143,5,1,1,1,5,5,5,5,1,1,2,5,3,5,0,15,Satisfied
52458,121231,Male,Loyal Customer,33,Business Travel,Business,2075,3,3,3,3,4,5,4,4,5,5,3,5,4,4,0,0,Satisfied
77734,82423,Female,Loyal Customer,49,Business Travel,Business,2039,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0,Satisfied
84430,13687,Female,Loyal Customer,62,Business Travel,Business,300,2,2,2,2,2,1,3,4,4,4,4,1,4,4,0,0,Satisfied
98604,124181,Male,Loyal Customer,45,Business Travel,Business,2089,5,2,5,5,2,5,5,4,4,5,4,5,4,4,0,11,Satisfied
72397,105932,Male,Loyal Customer,51,Business Travel,Business,1491,3,3,3,3,3,4,4,4,4,4,4,3,4,4,21,4,Satisfied
73591,26993,Female,Loyal Customer,23,Business Travel,Business,2081,2,2,2,2,3,3,3,3,1,2,4,2,1,3,47,39,Satisfied
23716,37079,Female,Loyal Customer,50,Business Travel,Business,1237,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0,Satisfied
41687,71764,Male,Disloyal Customer,26,Business Travel,Business,1744,5,5,5,1,3,0,3,3,3,2,4,4,5,3,0,0,Satisfied
56241,126646,Female,Loyal Customer,25,Business Travel,Business,602,,2,2,2,4,4,4,4,3,4,5,4,5,4,2,0,Satisfied
8713,46033,Female,Loyal Customer,44,Business Travel,Business,3612,3,3,3,3,,3,3,4,5,3,2,3,4,3,105,146,Satisfied
9169,92584,Male,Loyal Customer,36,Business Travel,Eco Plus,419,2,5,5,5,2,2,2,2,1,2,1,3,1,2,0,0,Satisfied
664,43972,Female,Disloyal Customer,24,Business Travel,Business,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0,Satisfied
8051,123490,Female,Loyal Customer,48,Business Travel,Business,2077,5,5,2,5,4,3,4,4,4,4,4,3,4,4,0,0,Satisfied
51585,36750,Male,Loyal Customer,31,Business Travel,Eco,2704,0,0,0,4,4,4,4,1,5,5,5,4,4,4,0,14,Satisfied
75964,98249,Male,Loyal Customer,32,Business Travel,Business,2171,3,3,3,3,4,4,4,4,5,2,5,4,4,4,0,12,Satisfied
17415,49228,Male,Loyal Customer,32,Business Travel,Business,1634,0,0,0,1,4,4,4,4,4,3,4,3,1,4,0,0,Satisfied
14786,123527,Female,Disloyal Customer,27,Business Travel,Business,2125,5,5,5,2,5,3,5,5,3,4,5,3,5,5,0,0,Satisfied
9601,16257,Female,Loyal Customer,43,Business Travel,Eco,946,5,3,3,3,4,1,2,5,5,5,5,2,5,2,0,0,Satisfied
97969,74552,Male,Loyal Customer,19,Business Travel,Business,3936,1,1,4,1,3,3,3,3,3,2,5,4,5,3,23,5,Satisfied
79398,79588,Female,Loyal Customer,47,Business Travel,Business,1781,5,5,5,5,2,5,5,5,5,4,5,5,5,4,0,0,Satisfied
4448,117647,Female,Loyal Customer,40,Business Travel,Business,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3,Satisfied
45100,102613,Female,Loyal Customer,51,Business Travel,Business,1858,,3,4,3,2,5,5,4,4,4,4,4,4,5,35,11,Satisfied
29800,76623,Female,Loyal Customer,39,Business Travel,Business,147,1,1,1,1,1,4,3,4,4,4,3,1,4,5,0,0,Satisfied
13484,78120,Male,Loyal Customer,37,Personal Travel,Eco,1619,5,4,5,2,2,5,2,2,4,4,1,4,2,2,1,0,Satisfied
76664,30597,Female,Disloyal Customer,27,Business Travel,Eco,472,4,0,4,4,3,4,3,3,5,1,4,1,2,3,0,0,Satisfied
3445,105564,Female,Loyal Customer,39,Business Travel,Business,2614,4,4,4,4,4,4,5,5,5,5,5,5,5,5,23,17,Satisfied
39386,74016,Female,Loyal Customer,34,Business Travel,Business,1471,5,5,5,5,3,5,5,4,4,4,4,3,4,4,0,0,Satisfied
81618,52023,Female,Loyal Customer,,Business Travel,Eco,328,4,2,2,2,4,4,4,4,1,4,3,4,5,4,0,0,Satisfied
59908,40763,Male,Loyal Customer,33,Business Travel,Eco,590,0,0,0,1,3,0,3,3,1,1,3,3,1,3,73,55,Satisfied
6665,94191,Female,Loyal Customer,40,Business Travel,Business,3052,1,1,1,1,3,4,4,5,5,5,5,5,5,3,9,8,Satisfied
41812,56814,Male,Disloyal Customer,25,Business Travel,Eco,982,4,4,4,1,3,4,3,3,3,2,5,4,4,3,0,0,Satisfied
43072,75674,Male,Loyal Customer,41,Business Travel,Business,2562,2,2,2,2,5,5,4,4,4,4,4,4,4,3,6,0,Satisfied
50177,21685,Female,Disloyal Customer,16,Business Travel,Eco,708,2,2,2,3,3,2,3,3,4,3,3,2,3,3,0,0,Neutral or Dissatisfied
73080,56235,Female,Loyal Customer,52,Business Travel,Business,1585,2,2,2,2,4,4,5,5,5,5,5,5,5,5,105,97,Satisfied
100103,17637,Female,Loyal Customer,10,Personal Travel,Eco,783,3,5,3,3,,3,2,2,4,3,4,3,4,2,0,0,Neutral or Dissatisfied
95577,4020,Female,Loyal Customer,46,Business Travel,Business,483,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0,Satisfied
76585,125217,Male,Loyal Customer,65,Personal Travel,Eco,651,4,3,4,3,1,4,1,1,1,1,3,4,4,1,0,0,Satisfied
16968,102883,Female,Loyal Customer,40,Business Travel,Business,3038,5,5,5,5,5,5,5,4,4,4,4,4,4,3,12,5,Satisfied
69327,15869,Male,Loyal Customer,56,Business Travel,Business,2576,3,3,3,3,4,3,5,5,5,5,5,2,5,1,0,0,Satisfied
73179,17246,Male,Loyal Customer,28,Business Travel,Eco,872,5,1,1,1,5,5,5,5,4,5,3,3,4,5,0,0,Satisfied
61435,95849,Female,Loyal Customer,28,Business Travel,Business,3885,3,3,3,3,4,4,4,4,4,4,4,5,5,4,6,12,Satisfied
83442,48610,Female,Loyal Customer,52,Business Travel,Eco Plus,844,4,5,5,5,4,4,3,4,4,4,4,4,4,4,9,0,Satisfied
9840,31377,Female,Disloyal Customer,30,Business Travel,Eco Plus,977,4,4,4,3,4,4,4,4,2,1,5,2,4,4,0,0,Satisfied
84055,98389,Female,Loyal Customer,9,Business Travel,Business,2764,3,3,3,3,5,4,,5,5,5,5,4,5,5,0,0,Satisfied
27947,86778,Male,Loyal Customer,60,Business Travel,Business,3235,4,4,4,4,2,5,4,5,5,5,5,3,5,5,10,1,Satisfied
5031,54982,Female,Disloyal Customer,21,Business Travel,Business,1303,0,5,0,4,3,0,3,3,4,4,5,3,5,3,18,0,Satisfied
94911,74565,Male,Loyal Customer,9,Business Travel,Business,1205,4,4,5,4,4,4,4,4,4,2,5,5,4,4,0,0,Satisfied
52903,90619,Male,Loyal Customer,53,Business Travel,Business,1720,2,4,2,4,2,3,3,2,2,3,2,2,2,1,0,0,Neutral or Dissatisfied
65545,20740,Male,Loyal Customer,37,Business Travel,Business,363,3,3,3,3,5,5,5,3,4,2,2,5,4,5,141,126,Satisfied
61341,92789,Female,Loyal Customer,39,Business Travel,Business,1671,2,2,2,2,2,4,4,5,5,5,5,3,5,4,0,0,Satisfied
51338,103204,Female,Disloyal Customer,30,Business Travel,Business,1482,0,0,0,1,5,0,4,5,3,2,5,3,4,5,53,73,Satisfied
35438,47348,Female,Loyal Customer,44,Business Travel,Eco,558,2,4,4,4,2,4,3,2,2,2,2,3,2,2,0,0,Neutral or Dissatisfied
99534,17503,Female,Loyal Customer,63,Business Travel,Eco,341,4,3,5,3,2,3,2,4,4,4,4,1,4,3,0,0,Satisfied
10067,116816,Male,Loyal Customer,59,Business Travel,Business,3023,1,1,2,1,4,5,4,4,4,4,4,3,4,3,4,2,Satisfied
35810,86873,Female,Loyal Customer,45,Business Travel,Business,2720,3,3,5,3,4,4,5,4,4,4,4,3,4,4,14,0,Satisfied
56340,59447,Female,Loyal Customer,53,Business Travel,Business,1637,2,2,2,2,3,5,5,4,4,4,4,5,4,5,25,35,Satisfied
58768,68059,Female,Loyal Customer,38,Business Travel,Business,813,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0,Satisfied
2773,56813,Male,Loyal Customer,35,Business Travel,Business,1605,2,2,2,2,3,4,4,4,4,4,4,4,4,4,2,0,Satisfied
20717,27115,Male,Loyal Customer,20,Personal Travel,Business,2677,5,2,5,3,5,5,5,3,3,2,2,5,1,5,7,53,Satisfied
102150,18712,Female,Loyal Customer,52,Personal Travel,Eco Plus,190,5,4,5,3,2,4,4,4,4,5,4,5,4,5,0,0,Satisfied
4856,37756,Male,Loyal Customer,22,Business Travel,Eco Plus,944,5,1,1,1,5,5,3,5,2,5,1,4,3,5,16,19,Satisfied
68965,8511,Male,Disloyal Customer,38,Business Travel,Eco,862,,2,2,3,2,2,2,2,1,4,4,2,3,2,29,3,Neutral or Dissatisfied
41807,87184,Male,Loyal Customer,55,Business Travel,Business,946,3,3,3,3,5,4,4,4,4,5,4,4,4,3,10,0,Satisfied
28171,58684,Female,Loyal Customer,58,Personal Travel,Eco,837,3,5,3,2,4,5,5,1,1,3,1,5,1,2,0,0,Neutral or Dissatisfied
15484,61957,Male,Loyal Customer,36,Business Travel,Business,552,4,2,4,4,5,1,5,4,4,4,4,3,4,5,6,0,Satisfied
51612,84295,Male,Loyal Customer,40,Business Travel,Business,235,0,0,0,3,3,5,5,4,4,4,4,3,4,3,0,0,Satisfied
27563,78685,Female,Loyal Customer,39,Business Travel,Business,2380,5,5,5,5,5,4,4,4,4,4,4,3,4,5,0,0,Satisfied
69627,97475,Male,Loyal Customer,54,Business Travel,Business,484,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,1,Satisfied
96889,87628,Female,Loyal Customer,21,Business Travel,Business,591,1,1,1,1,3,4,3,3,4,3,4,4,4,3,0,0,Satisfied
29218,72208,Male,Loyal Customer,15,Personal Travel,Eco,2724,4,4,4,2,4,4,4,4,5,3,4,4,3,4,0,0,Satisfied
84038,5152,Male,Loyal Customer,62,Personal Travel,Eco,622,1,5,1,1,5,1,5,5,2,4,4,4,1,5,0,0,Neutral or Dissatisfied
67887,10118,Female,Loyal Customer,57,Personal Travel,Eco,984,5,5,5,3,5,4,4,4,4,5,4,5,4,4,0,0,Satisfied
30721,122418,Male,Loyal Customer,54,Business Travel,Business,1916,4,4,4,4,3,3,5,4,4,4,4,5,4,5,0,0,Satisfied
88441,62114,Female,Disloyal Customer,21,Business Travel,Business,2434,5,0,5,2,3,0,3,3,3,4,4,4,5,3,0,30,Satisfied
84854,44076,Female,Loyal Customer,38,Business Travel,Eco,651,4,3,3,3,4,4,4,4,3,3,4,5,5,4,20,29,Satisfied
94436,83175,Male,Loyal Customer,43,Business Travel,Business,1713,4,4,4,4,4,4,5,5,5,5,5,4,5,3,105,95,Satisfied
12116,9232,Female,Loyal Customer,46,Business Travel,Business,100,3,3,3,3,3,5,4,4,4,5,5,4,4,5,0,0,Satisfied
75057,114183,Male,Disloyal Customer,25,Business Travel,Business,853,5,5,5,4,5,5,5,5,3,3,4,3,4,5,12,1,Satisfied
71888,108809,Male,Loyal Customer,36,Business Travel,Business,545,2,2,2,2,4,4,4,5,5,5,5,4,5,3,17,6,Satisfied
11002,25333,Male,Loyal Customer,10,Personal Travel,Eco,837,4,4,4,4,3,4,3,3,4,5,4,2,4,3,0,0,Satisfied
34651,16757,Male,Disloyal Customer,25,Business Travel,Eco,569,4,5,4,1,3,4,5,3,4,2,3,3,5,3,62,68,Satisfied
54956,48185,Female,Loyal Customer,34,Business Travel,Business,3100,5,5,5,5,3,3,5,4,4,4,4,2,4,2,7,2,Satisfied
86815,3637,Male,Loyal Customer,72,Business Travel,Business,427,3,3,3,3,3,4,5,5,5,5,5,5,5,5,0,19,Satisfied
52347,85421,Male,Loyal Customer,35,Business Travel,Business,3550,0,0,0,3,5,5,5,4,4,4,4,3,4,4,41,38,Satisfied
7682,48769,Male,Loyal Customer,51,Business Travel,Business,308,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0,Satisfied
41582,91339,Male,Loyal Customer,7,Personal Travel,Eco Plus,581,5,5,5,3,4,5,4,4,3,3,5,5,4,4,0,0,Satisfied
29517,111491,Female,Loyal Customer,35,Business Travel,Business,2947,1,1,1,1,5,4,5,3,3,4,3,3,3,4,0,0,Satisfied
28657,44370,Male,Loyal Customer,,Personal Travel,Eco,596,3,3,3,3,1,3,1,1,4,3,2,4,3,1,0,0,Neutral or Dissatisfied
20525,107542,Female,Disloyal Customer,21,Business Travel,Business,761,4,0,5,3,5,5,,5,5,3,4,4,5,5,0,0,Satisfied
73484,25509,Male,Loyal Customer,26,Business Travel,Business,2565,5,5,5,5,4,4,4,4,2,1,1,1,5,4,0,0,Satisfied
89516,30365,Female,Loyal Customer,48,Business Travel,Business,641,2,2,2,2,3,5,2,5,5,5,5,4,5,5,38,37,Satisfied
45263,53486,Female,Loyal Customer,57,Business Travel,Eco,788,4,3,5,3,2,2,3,4,4,4,4,5,4,1,0,0,Satisfied
74673,81765,Male,Loyal Customer,19,Business Travel,Business,1416,3,3,3,3,4,4,4,4,3,5,4,3,4,4,0,0,Satisfied
36791,98097,Female,Loyal Customer,52,Business Travel,Business,3345,5,5,5,5,2,4,4,4,4,4,4,4,4,3,5,5,Satisfied
34782,89280,Male,Disloyal Customer,27,Business Travel,Business,453,3,3,3,4,2,3,2,2,4,2,4,5,4,2,25,44,Neutral or Dissatisfied
51103,24807,Female,Loyal Customer,28,Business Travel,Eco,991,0,0,0,3,2,0,2,2,4,4,4,2,2,2,0,28,Satisfied
88399,105105,Female,Loyal Customer,43,Business Travel,Business,220,3,3,3,3,2,5,5,4,4,4,5,4,4,4,98,96,Satisfied
7839,26091,Male,Loyal Customer,55,Business Travel,Eco,591,5,1,1,1,5,5,5,5,4,2,4,2,2,5,0,2,Satisfied
94366,15306,Female,Loyal Customer,29,Business Travel,Business,589,2,2,2,2,4,4,4,4,3,2,5,4,4,4,0,0,Satisfied
81559,65799,Male,Disloyal Customer,,Business Travel,Business,1389,4,0,4,3,2,4,,2,4,5,4,3,4,2,85,69,Satisfied
60182,2048,Male,Loyal Customer,40,Business Travel,Business,785,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,0,Satisfied
71274,129636,Male,Loyal Customer,41,Business Travel,Business,2683,0,0,0,1,5,4,4,5,5,5,5,4,5,4,48,36,Satisfied
70903,57260,Male,Loyal Customer,51,Business Travel,Business,3964,1,1,1,1,4,4,5,4,4,4,4,4,4,4,72,64,Satisfied
77957,58007,Female,Loyal Customer,50,Business Travel,Business,2661,4,4,4,4,5,4,5,3,3,3,3,3,3,5,14,10,Satisfied
90002,120566,Female,Loyal Customer,47,Personal Travel,Eco,2176,4,4,4,5,4,4,2,4,4,4,4,3,4,4,0,0,Satisfied
23512,27873,Female,Loyal Customer,61,Business Travel,Eco Plus,1448,5,3,3,3,3,3,1,5,5,5,5,3,5,2,21,0,Satisfied
31202,8754,Female,Disloyal Customer,,Business Travel,Eco,1147,4,4,4,4,5,4,5,5,5,5,4,3,5,5,0,0,Satisfied
10116,4650,Female,Loyal Customer,47,Business Travel,Business,489,3,3,3,3,2,5,,4,4,4,4,4,4,5,47,36,Satisfied
100726,64372,Female,Loyal Customer,65,Personal Travel,Eco,1192,4,2,4,3,2,2,2,2,2,4,2,1,2,1,4,0,Satisfied
67228,97719,Female,Loyal Customer,59,Business Travel,Business,3005,2,2,2,2,3,5,5,5,5,5,5,3,5,3,0,17,Satisfied
40403,39546,Male,Loyal Customer,43,Business Travel,Business,2063,4,4,4,4,1,3,1,4,4,4,4,4,4,1,0,0,Satisfied
61623,85871,Female,Loyal Customer,44,Business Travel,Business,2172,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,8,Satisfied
74539,25783,Male,Disloyal Customer,25,Business Travel,Eco,762,4,4,4,2,3,4,3,3,2,4,4,1,1,3,0,24,Satisfied
95138,10189,Female,Loyal Customer,57,Business Travel,Business,295,2,2,2,2,3,5,4,5,5,5,5,4,5,5,0,0,Satisfied
17801,78466,Male,Loyal Customer,46,Business Travel,Business,666,1,1,4,1,4,4,4,2,2,2,2,4,2,5,11,0,Satisfied
100967,122720,Male,Loyal Customer,25,Business Travel,Business,651,2,2,2,2,3,3,3,3,5,3,4,5,5,3,2,0,Satisfied
2394,535,Female,Loyal Customer,42,Business Travel,Business,1956,0,0,0,4,3,4,4,1,1,1,1,3,1,4,31,22,Satisfied
17251,100440,Male,Loyal Customer,50,Business Travel,Business,1912,1,1,5,1,4,3,4,4,4,4,4,5,4,5,1,0,Satisfied
39867,67672,Female,Loyal Customer,46,Business Travel,Business,1464,2,2,2,2,4,4,5,3,3,3,3,4,3,5,0,0,Satisfied
70360,92040,Male,Loyal Customer,40,Business Travel,Business,1535,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,Satisfied
12410,24479,Male,Loyal Customer,41,Business Travel,Business,2225,4,4,4,4,2,2,1,4,4,4,4,5,4,5,0,0,Satisfied
69209,25518,Male,Loyal Customer,31,Business Travel,Business,3904,4,4,5,4,5,5,5,5,3,3,1,4,5,5,0,0,Satisfied
91404,74426,Male,Disloyal Customer,29,Business Travel,Business,1242,4,4,4,3,4,4,4,4,4,2,4,4,4,4,0,0,Satisfied
44532,88737,Male,Loyal Customer,26,Personal Travel,Eco,545,5,1,5,3,1,5,1,1,1,1,4,4,3,1,2,5,Satisfied
94443,28114,Female,Loyal Customer,57,Business Travel,Eco,873,4,1,1,1,4,1,3,4,4,4,4,3,4,2,0,0,Satisfied
